start	end	text
0	29980	Продолжение следует...
30000	59980	Продолжение следует...
60000	89980	Продолжение следует...
90000	92000	Продолжение следует...
120000	122000	Продолжение следует...
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	122000	
150000	152000	Продолжение следует...
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
152000	152000	
180000	182000	Продолжение следует...
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
182000	182000	
210000	212000	Продолжение следует...
240000	242000	Продолжение следует...
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
242000	242000	
270000	272000	Продолжение следует...
300000	302000	Продолжение следует...
302000	304000	Продолжение следует...
304000	304000	
304000	306000	Продолжение следует...
306000	308000	Продолжение следует...
308000	310000	Продолжение следует...
310000	312000	Продолжение следует...
312000	314000	Продолжение следует...
314000	316000	Продолжение следует...
316000	318000	Продолжение следует...
318000	320000	Продолжение следует...
320000	322000	Продолжение следует...
322000	324000	Продолжение следует...
324000	324000	
324000	326000	Продолжение следует...
326000	328000	Продолжение следует...
328000	330000	Продолжение следует...
330000	332000	Продолжение следует...
332000	332000	
332000	334000	Продолжение следует...
334000	336000	Продолжение следует...
336000	336000	
336000	338000	Продолжение следует...
338000	340000	Продолжение следует...
340000	340000	
340000	342000	Продолжение следует...
342000	344000	Продолжение следует...
344000	344000	
344000	346000	Продолжение следует...
346000	348000	Продолжение следует...
348000	350000	Продолжение следует...
350000	352000	Продолжение следует...
352000	354000	Продолжение следует...
354000	356000	Продолжение следует...
356000	358000	Продолжение следует...
358000	360000	Продолжение следует...
360000	362000	Продолжение следует...
362000	364000	Продолжение следует...
364000	366000	Продолжение следует...
366000	368000	Продолжение следует...
368000	370000	Продолжение следует...
370000	372000	Продолжение следует...
372000	374000	Продолжение следует...
374000	376000	Продолжение следует...
376000	378000	Продолжение следует...
378000	380000	Продолжение следует...
380000	382000	Продолжение следует...
382000	384000	Продолжение следует...
384000	384000	
